ID_REF,GSM1007144
cg01154193,0.1648948
cg01154537,0.08718161
cg01154775,0.05446623
cg01155039,0.1333168
cg01160766,0.06963979
cg01161216,0.06234859
cg01161597,0.08038176
cg01161611,0.7470896
cg01166674,0.05389121
cg01168201,0.04529491
cg01169610,0.8860301
cg01169624,0.455835
cg01169726,0.05147501
cg01169778,0.7718073
cg01171588,0.01073951
cg01171858,0.7433728
cg01172484,0.145441
cg01172656,0.01862376
cg01172735,0.07347411
cg01172899,0.1503713
cg01172972,0.09660328
cg01173186,0.3231314
cg01173291,0.03500059
cg01176271,0.0664157
cg01177524,0.04490399
cg01177956,0.054083
cg01182585,0.06009824
cg01182697,0.1476378
cg01182873,0.7508695
cg01183669,0.03623774
cg01184449,0.771938
cg01184522,0.04536324
cg01185080,0.6793867
cg01185754,0.278343
cg01186777,0.04773393
cg01190915,0.1023372
cg01191395,0.0249543
cg01192900,0.07240456
cg01192952,0.8679967
cg01193293,0.6425356
cg01194444,0.9717325
cg01195014,0.2413793
cg01195053,0.1211921
cg01195127,0.0284385
cg01197831,0.8837268
cg01199721,0.03003871
cg01200060,0.0754298
cg01200177,0.3831574
cg01204271,0.08803876
cg01204439,0.04476957
cg01204985,0.9273302
cg01206472,0.02739227
cg01206970,0.9553273
cg01211097,0.5203983
cg01214209,0.8548524
cg01214321,0.02842232
cg01214847,0.7327647
cg01215061,0.6693704
cg01216369,0.7821782
cg01220033,0.04225799
cg01221484,0.03747551
cg01221637,0.04539059
cg01222684,0.1486779
cg01226811,0.07331669
cg01226883,0.02370283
cg01227519,0.9176753
cg01227741,0.8073985
cg01228636,0.05879167
cg01228667,0.2920349
cg01230160,0.06955545
cg01231779,0.02625736
cg01234063,0.07269965
cg01234133,0.06984685
cg01236137,0.08506841
cg01237132,0.9083309
cg01240931,0.4051454
cg01241375,0.03920062
cg01241836,0.3674008
cg01242619,0.1139841
cg01243790,0.6998503
cg01244871,0.03405698
cg01245595,0.05528846
cg01245656,0.03891697
cg01246254,0.1047212
cg01246405,0.06432258
cg01248426,0.7416288
cg01249910,0.04259118
cg01251255,0.03588459
cg01252496,0.4757579
cg01253107,0.04529399
cg01253545,0.1591073
cg01254459,0.03318228
cg01254505,0.05006227
cg01255349,0.09409102
cg01255591,0.8871689
cg01257202,0.1886819
cg01259619,0.02905405
cg01260219,0.4676096
cg01261503,0.1281139
cg01261535,0.02797762
cg01262913,0.1298085
cg01263716,0.04324752
cg01264826,0.08702437
cg01265637,0.8988953
cg01267315,0.07979871
cg01269048,0.6329966
cg01269795,0.1992097
cg01272601,0.09823263
cg01273150,0.09951986
cg01274324,0.9118295
cg01274660,0.08665674
cg01275830,0.8873294
cg01277844,0.05910947
cg01278291,0.3352403
cg01278696,0.05166881
cg01280080,0.1783766
cg01281797,0.09328511
cg01281904,0.5397317
cg01282074,0.1474359
cg01282432,0.0591487
cg01283289,0.07224876
cg01284306,0.1531292
cg01284619,0.1437179
cg01288067,0.06608427
cg01288089,0.2448615
cg01288598,0.03611029
cg01289103,0.2901655
cg01291404,0.05500668
cg01292265,0.04050351
cg01293143,0.5862434
cg01293647,0.05433668
cg01294695,0.08997384
cg01294702,0.1473752
cg01295203,0.02724914
cg01297972,0.8597786
cg01299496,0.04990476
cg01301664,0.06301439
cg01302245,0.7239748
cg01305421,0.2573771
cg01305547,0.7290016
cg01305625,0.8225927
cg01306510,0.09247583
cg01307730,0.888266
cg01308501,0.02541044
cg01308601,0.02079361
cg01309152,0.7934086
cg01309153,0.9291112
cg01309671,0.3116872
cg01311051,0.1727183
cg01311285,0.04169914
cg01313514,0.03388534
cg01313949,0.8972878
cg01313966,0.04303448
cg01316071,0.8235642
cg01316516,0.05584468
cg01316789,0.02606199
cg01316819,0.03235833
cg01318557,0.07673299
cg01320040,0.04611502
cg01320361,0.0177258
cg01320507,0.7009779
cg01321151,0.591023
cg01322079,0.05048373
cg01322134,0.04225872
cg01322897,0.0412487
cg01324261,0.7976308
cg01325515,0.9319487
cg01328164,0.04010561
cg01331554,0.01584772
cg01333011,0.08979049
cg01333131,0.08505227
cg01333619,0.04869132
cg01333788,0.8570459
cg01334437,0.05155149
cg01335367,0.07290016
cg01337047,0.549922
cg01340005,0.03777067
cg01342792,0.7432647
cg01343729,0.02396553
cg01344171,0.4695455
cg01344452,0.02740193
cg01344518,0.8667212
cg01346152,0.04766786
cg01346589,0.1208113
cg01346718,0.5065833
cg01347719,0.9662043
cg01348086,0.03406215
cg01348757,0.8488746
cg01350700,0.03710109
cg01351032,0.1027635
cg01352108,0.3176041
cg01352882,0.07761259
cg01353347,0.5527951
cg01353448,0.5050285
cg01354473,0.1342904
cg01355520,0.1250864
cg01355739,0.5586035
cg01356829,0.2127291
cg01357116,0.1049215
cg01357263,0.02928818
cg01359534,0.8473826
cg01360325,0.0404914
cg01360768,0.02607748
cg01361446,0.1738161
cg01361777,0.9382682
cg01362183,0.06531115
cg01366407,0.05431503
cg01366419,0.06168438
cg01367992,0.5475869
cg01369413,0.8523409
cg01369850,0.1594878
cg01369981,0.01659057
cg01371258,0.03927279
cg01371477,0.08583056
cg01372605,0.04378016
cg01372689,0.06202375
cg01373706,0.02845991
cg01374047,0.05833949
cg01375871,0.5840434
cg01375994,0.4299305
cg01376672,0.04848983
cg01377755,0.6768956
cg01377911,0.1225031
cg01381846,0.2725993
cg01382363,0.18832
cg01385430,0.04646742
cg01386493,0.4889329
cg01389761,0.08599202
cg01390445,0.9139785
cg01395672,0.1387806
cg01399317,0.5194149
cg01400401,0.1884634
cg01401337,0.02146312
cg01401376,0.07819463
cg01402045,0.04467532
cg01402255,0.247674
cg01403114,0.1881919
cg01404197,0.0586866
cg01404615,0.09040109
cg01405107,0.2860955
cg01405761,0.02894228
cg01407244,0.1831949
cg01407341,0.9374064
cg01407797,0.08084811
cg01408383,0.1825859
cg01408558,0.8283533
cg01409734,0.1505204
cg01410472,0.03356699
cg01411954,0.05378174
cg01412445,0.08159027
cg01413314,0.0317959
cg01413516,0.9629304
cg01414934,0.06291748
cg01416012,0.5943061
cg01418124,0.06332245
cg01419479,0.03272135
cg01419675,0.03112785
cg01419679,0.02863341
cg01419788,0.0299143
cg01420388,0.8794778
cg01421985,0.9268445
cg01422136,0.04989177
cg01422337,0.08788871
cg01423840,0.8504226
cg01424107,0.02275118
cg01425405,0.08142187
cg01425670,0.03126185
cg01426743,0.8133034
cg01427567,0.2631769
cg01428361,0.05245525
cg01428678,0.09557482
cg01429181,0.09714004
cg01429321,0.0382746
cg01429391,0.9233103
cg01429996,0.09955022
cg01430430,0.7124579
cg01430807,0.05318707
cg01431114,0.08107895
cg01432087,0.7496307
cg01437411,0.05478222
cg01438829,0.05178638
cg01439669,0.03247841
cg01439983,0.2503694
cg01441777,0.4008597
cg01442426,0.8989269
cg01442481,0.1418526
cg01442799,0.07454255
cg01442833,0.02998428
cg01443067,0.03435259
cg01443452,0.720407
cg01443630,0.896955
cg01446393,0.6787416
cg01446692,0.6964126
cg01446983,0.02040897
cg01447420,0.1017571
cg01447498,0.07380707
cg01447817,0.2394614
cg01449415,0.02186687
cg01449591,0.8743321
cg01450842,0.8606879
cg01454004,0.09661338
cg01454134,0.7696456
cg01457080,0.02267903
cg01457622,0.9415148
cg01457653,0.03197034
cg01459162,0.8740025
cg01459453,0.6989637
cg01459955,0.9646776
cg01460479,0.3687243
cg01461641,0.03132093
cg01462829,0.03164781
cg01462904,0.05539984
cg01464985,0.1551322
cg01465325,0.04560596
cg01465620,0.08760933
cg01465641,0.03722744
cg01466020,0.04174366
cg01466075,0.04086515
cg01468621,0.09011374
cg01468868,0.08447122
cg01469547,0.8973607
cg01470283,0.03347496
cg01471384,0.03511186
cg01471713,0.3036665
cg01472101,0.4799133
cg01473816,0.752809
cg01474260,0.8406368
cg01476044,0.6615936
cg01478450,0.02336889
cg01479232,0.6933212
cg01481441,0.05689799
cg01481976,0.8664109
cg01482279,0.08625235
cg01483882,0.02106999
cg01484156,0.7177835
cg01485645,0.1108832
cg01485797,0.1178401
cg01485998,0.06130157
cg01488147,0.855767
cg01489608,0.9408821
cg01490535,0.08876442
cg01491225,0.0283871
cg01491540,0.0223501
cg01492649,0.05255981
cg01493303,0.07445055
cg01493517,0.1027575
cg01494593,0.6569485
cg01494864,0.02791671
cg01495509,0.09049627
cg01497501,0.02633801
cg01497527,0.9719881
cg01497576,0.7944838
cg01498098,0.7708223
cg01500097,0.5155902
cg01500140,0.8068213
cg01500421,0.07855134
cg01500567,0.04772275
cg01505176,0.04411311
cg01505590,0.02613285
cg01507173,0.7703875
cg01508386,0.04953375
cg01510051,0.9045977
cg01511567,0.1517163
cg01512854,0.3264436
cg01513611,0.04846659
cg01513661,0.1264838
cg01514487,0.9042534
cg01515426,0.03584699
cg01515887,0.8526136
cg01517033,0.6213292
cg01517728,0.2620722
cg01519742,0.02456615
cg01520924,0.1228732
cg01521624,0.861211
cg01522194,0.03713717
cg01522721,0.02694275
cg01522975,0.05509798
cg01525376,0.164827
cg01526089,0.3482573
cg01527212,0.04425938
cg01528948,0.4611993
cg01530101,0.1191667
cg01531431,0.8142054
cg01532080,0.08269525
cg01532103,0.02571518
cg01532771,0.8813576
cg01533387,0.05596708
cg01535453,0.05732147
cg01536400,0.8963075
cg01536980,0.0974177
cg01538982,0.03534921
cg01539186,0.1648294
cg01541443,0.7486807
cg01541629,0.02894864
cg01543654,0.5436664
cg01545079,0.953807
cg01545242,0.06236625
cg01546046,0.3283745
cg01546430,0.3030973
cg01546563,0.07202161
cg01549015,0.7004926
cg01550148,0.2036184
cg01555431,0.06195606
cg01556075,0.04380358
cg01557297,0.02963989
cg01557667,0.0531037
cg01557989,0.0358495
cg01558777,0.9405129
cg01560871,0.7428818
cg01561916,0.04063843
cg01564343,0.8558525
cg01565918,0.9231697
cg01566170,0.5790746
cg01566404,0.8352864
