ID_REF,GSM1007141
cg01152499,0.04274692
cg01154193,0.1711165
cg01154537,0.1014861
cg01154775,0.104721
cg01155039,0.1359396
cg01160766,0.04592346
cg01161216,0.05777837
cg01161597,0.06205251
cg01161611,0.8516496
cg01166674,0.04625605
cg01168201,0.04039367
cg01169610,0.9125045
cg01169624,0.482167
cg01169726,0.07773979
cg01169778,0.6854772
cg01171588,0.01064888
cg01171858,0.7522124
cg01172484,0.06336737
cg01172656,0.02330578
cg01172735,0.1091734
cg01172899,0.2139208
cg01172972,0.1369687
cg01173186,0.1962251
cg01173291,0.02935973
cg01176271,0.05712121
cg01177524,0.04434505
cg01177956,0.04979367
cg01182585,0.04825258
cg01182697,0.2346028
cg01182873,0.7809616
cg01183669,0.02852329
cg01184449,0.7220326
cg01184522,0.02870414
cg01185080,0.6089895
cg01185754,0.3570451
cg01186777,0.03704293
cg01190915,0.06433464
cg01191395,0.02082036
cg01192900,0.1185428
cg01192952,0.8326656
cg01193293,0.531514
cg01194444,0.9768847
cg01195014,0.1082142
cg01195053,0.1075382
cg01195127,0.03446274
cg01197831,0.8885147
cg01199721,0.04328477
cg01200060,0.05153577
cg01200177,0.362054
cg01204271,0.07267645
cg01204439,0.3074753
cg01204985,0.8545383
cg01206472,0.02645762
cg01206970,0.9531144
cg01211097,0.5790576
cg01214209,0.8560911
cg01214321,0.03207619
cg01214847,0.6563545
cg01215061,0.8130435
cg01216369,0.8702948
cg01220033,0.04155882
cg01221484,0.05214692
cg01221637,0.0538726
cg01222684,0.1133554
cg01226811,0.08353854
cg01226883,0.03807525
cg01227519,0.9167737
cg01227741,0.8681601
cg01228636,0.07204141
cg01228667,0.05875804
cg01230160,0.05528326
cg01231779,0.03686299
cg01234063,0.1060098
cg01234133,0.06154917
cg01236137,0.1569507
cg01237132,0.8947224
cg01240931,0.4995108
cg01241375,0.03750592
cg01241836,0.03845499
cg01242619,0.07080998
cg01243790,0.7384868
cg01244871,0.03014934
cg01245595,0.04145502
cg01245656,0.03610579
cg01246254,0.08578792
cg01246405,0.1011847
cg01248426,0.6831405
cg01249910,0.05910895
cg01251255,0.03451953
cg01252496,0.4817267
cg01253107,0.03388515
cg01253545,0.1598934
cg01254459,0.02956199
cg01254505,0.05728106
cg01255349,0.08833779
cg01255591,0.8942226
cg01257202,0.08389803
cg01259619,0.0314505
cg01260219,0.3994226
cg01261503,0.1724005
cg01261535,0.03921569
cg01262913,0.1158993
cg01263716,0.05262696
cg01264826,0.04517604
cg01265637,0.876838
cg01267315,0.07682826
cg01269048,0.6905223
cg01269795,0.1501987
cg01272601,0.04365847
cg01273150,0.09502447
cg01274324,0.9330083
cg01274660,0.09843206
cg01275830,0.9015257
cg01277844,0.07462091
cg01278291,0.4090166
cg01278696,0.04990865
cg01280080,0.06924045
cg01281797,0.08498169
cg01281904,0.5118664
cg01282074,0.1202569
cg01282432,0.04364898
cg01283289,0.06540085
cg01284306,0.1468788
cg01284619,0.147403
cg01288067,0.04945349
cg01288089,0.1816367
cg01288598,0.04020373
cg01289103,0.290417
cg01291404,0.05249548
cg01292265,0.03472583
cg01293143,0.583345
cg01293647,0.07801691
cg01294695,0.0870098
cg01294702,0.187291
cg01295203,0.05123561
cg01297972,0.8779987
cg01299496,0.05146921
cg01301664,0.04158551
cg01302245,0.793698
cg01305421,0.311416
cg01305547,0.7714421
cg01305625,0.7922796
cg01306510,0.05777069
cg01307730,0.9047551
cg01308501,0.0219505
cg01308601,0.023284
cg01309152,0.8509335
cg01309153,0.9407783
cg01309671,0.05884067
cg01311051,0.2067183
cg01311285,0.02947739
cg01313514,0.04050686
cg01313949,0.9152988
cg01313966,0.04796011
cg01316071,0.827502
cg01316516,0.03492584
cg01316789,0.03009186
cg01316819,0.03015026
cg01318557,0.06150506
cg01320040,0.05217227
cg01320361,0.0250592
cg01320507,0.753507
cg01321151,0.5320784
cg01322079,0.04467471
cg01322134,0.05848543
cg01322897,0.03725676
cg01324261,0.8333333
cg01325515,0.8802854
cg01328164,0.03276699
cg01331554,0.02378355
cg01333011,0.09594212
cg01333131,0.07379903
cg01333619,0.04649855
cg01333788,0.8560232
cg01334437,0.05257836
cg01335367,0.1061728
cg01337047,0.471301
cg01340005,0.03157895
cg01342792,0.8149023
cg01343729,0.02639885
cg01344171,0.4555655
cg01344452,0.03342206
cg01344518,0.8486835
cg01346152,0.02750076
cg01346589,0.09132878
cg01346718,0.4927774
cg01347719,0.9699893
cg01348086,0.03577936
cg01348757,0.8342719
cg01350700,0.04092709
cg01351032,0.1122668
cg01352108,0.32191
cg01352882,0.05399929
cg01353347,0.1059274
cg01353448,0.5520161
cg01354473,0.1937564
cg01355520,0.10865
cg01355739,0.5832062
cg01356829,0.2517942
cg01357116,0.1272354
cg01357263,0.02620674
cg01359534,0.7685114
cg01360325,0.04326217
cg01360768,0.02119237
cg01361446,0.08965882
cg01361777,0.9274982
cg01362183,0.05773132
cg01366407,0.03994282
cg01366419,0.06582937
cg01367992,0.5179731
cg01369413,0.8237338
cg01369850,0.1559244
cg01369981,0.01635013
cg01371258,0.04518449
cg01371477,0.05823419
cg01372605,0.05510923
cg01372689,0.07335822
cg01373706,0.02448959
cg01374047,0.05009747
cg01375871,0.6450406
cg01375994,0.550495
cg01376672,0.05507183
cg01377755,0.7402055
cg01377911,0.1135283
cg01381846,0.3126311
cg01382363,0.1542457
cg01385430,0.04786747
cg01386493,0.4918686
cg01389761,0.07047619
cg01390445,0.9262828
cg01395672,0.08874099
cg01399317,0.6445003
cg01400401,0.2535433
cg01401337,0.02097727
cg01401376,0.05975641
cg01402045,0.06182051
cg01402255,0.2228571
cg01403114,0.1239861
cg01404197,0.07082957
cg01404615,0.09739752
cg01405107,0.1627205
cg01405761,0.02661452
cg01407244,0.1487304
cg01407341,0.9195328
cg01407797,0.08367714
cg01408383,0.04523598
cg01408558,0.7864579
cg01409734,0.07483371
cg01410472,0.03976135
cg01411954,0.06337412
cg01412445,0.06270681
cg01413314,0.02944099
cg01413516,0.9498608
cg01414934,0.07588793
cg01416012,0.6578782
cg01418124,0.0712605
cg01419479,0.03003755
cg01419675,0.03087971
cg01419679,0.02829117
cg01419788,0.03169972
cg01420388,0.9042448
cg01421985,0.9060116
cg01422136,0.03839876
cg01422337,0.07360115
cg01423840,0.8529173
cg01424107,0.0472549
cg01425405,0.09018411
cg01425670,0.02885296
cg01426743,0.8087089
cg01427567,0.2290355
cg01428361,0.04197798
cg01428678,0.1003904
cg01429181,0.1534862
cg01429321,0.04161154
cg01429391,0.9035436
cg01429996,0.06942257
cg01430430,0.8336739
cg01430807,0.04757374
cg01431114,0.082568
cg01432087,0.7363584
cg01437411,0.07311828
cg01438829,0.03977541
cg01439669,0.03003979
cg01439983,0.1624118
cg01441777,0.4830138
cg01442426,0.9210182
cg01442481,0.09720062
cg01442799,0.06656484
cg01442833,0.03957767
cg01443067,0.03024888
cg01443452,0.84606
cg01443630,0.8815328
cg01446393,0.6819297
cg01446692,0.7308576
cg01446983,0.02775248
cg01447420,0.08610287
cg01447498,0.07085292
cg01447817,0.303066
cg01449415,0.02026773
cg01449591,0.8190354
cg01450842,0.8648281
cg01454004,0.1001721
cg01454134,0.6164295
cg01457080,0.02734907
cg01457622,0.9254819
cg01457653,0.02607722
cg01459162,0.8780343
cg01459453,0.6777353
cg01459955,0.969441
cg01460479,0.3058608
cg01461641,0.04787078
cg01462829,0.0354577
cg01462904,0.03820817
cg01464985,0.1617386
cg01465325,0.05589307
cg01465620,0.1119683
cg01465641,0.03413359
cg01466020,0.03625362
cg01466075,0.05392857
cg01468621,0.1271552
cg01468868,0.08510905
cg01469547,0.8689393
cg01470283,0.04429188
cg01471384,0.03279969
cg01471713,0.2776068
cg01472101,0.3942389
cg01473816,0.7894428
cg01474260,0.8538673
cg01476044,0.664562
cg01478450,0.01314406
cg01479232,0.5983391
cg01481441,0.0514533
cg01481976,0.8633082
cg01482279,0.06617647
cg01483882,0.03154717
cg01484156,0.7771516
cg01485645,0.0847854
cg01485797,0.1212711
cg01485998,0.04193841
cg01488147,0.8906573
cg01489608,0.9483257
cg01490535,0.0835057
cg01491225,0.02748661
cg01491540,0.02838155
cg01492649,0.04131263
cg01493303,0.05623438
cg01493517,0.1242302
cg01494593,0.7459704
cg01494864,0.02389907
cg01495509,0.1582469
cg01497501,0.02124115
cg01497527,0.9759558
cg01497576,0.8049856
cg01498098,0.7854487
cg01500097,0.5176715
cg01500140,0.8594918
cg01500421,0.0882353
cg01500567,0.03954595
cg01505176,0.06547619
cg01505590,0.02500802
cg01507173,0.8006058
cg01508386,0.0503559
cg01510051,0.902154
cg01511567,0.1987845
cg01512854,0.4038604
cg01513611,0.04577114
cg01513661,0.1126478
cg01514487,0.8796841
cg01515426,0.02876106
cg01515887,0.873898
cg01517033,0.6855003
cg01517728,0.2758621
cg01519742,0.02992958
cg01520924,0.1403732
cg01521624,0.8585235
cg01522194,0.03076785
cg01522721,0.03541813
cg01522975,0.02779381
cg01525376,0.1480127
cg01526089,0.5525528
cg01527212,0.0390516
cg01528948,0.3850502
cg01530101,0.1653347
cg01531431,0.7588557
cg01532080,0.09479138
cg01532103,0.02534204
cg01532771,0.8666103
cg01533387,0.0591169
cg01535453,0.04564131
cg01536400,0.891601
cg01536980,0.08347541
cg01538982,0.03629461
cg01539186,0.1484794
cg01541443,0.8516775
cg01541629,0.02519685
cg01543654,0.4622198
cg01545079,0.9456254
cg01545242,0.05064123
cg01546046,0.4249006
cg01546430,0.2798484
cg01546563,0.09510849
cg01549015,0.77636
cg01550148,0.3978495
cg01555431,0.07063068
cg01556075,0.03646934
cg01557297,0.02627417
cg01557667,0.03058284
cg01557989,0.03730846
cg01558777,0.9264076
cg01560871,0.7045004
cg01561916,0.02422166
cg01564343,0.8491783
cg01565918,0.9320276
cg01566170,0.5958498
cg01566404,0.8230873
